Time,Country Name,medal,Fixed telephone subscriptions (per 100 people) [IT.MLT.MAIN.P2],Internet users (per 100),Mobile cellular subscriptions (per 100 people) [IT.CEL.SETS.P2],info,Population_total,Labor_female,Life_exp,Health_exp,GDP_per_cap,GDP_PPP,"GNI per capita, PPP (constant 2011 international $) [NY.GNP.PCAP.PP.KD]","GNI, PPP (constant 2011 international $) [NY.GNP.MKTP.PP.KD]",rail_lines,Land area (sq. km) [AG.LND.TOTL.K2],connectivity,cpi,sexratio,hdi,communism,soviet,homeadvantage
2012,Kazakhstan,4.67,22.21,62.97,95.78,60.67,15674000,65.73,67.02,8.32,19272.21,3.02E+11,16482.3,2.58E+11,14205,2699700,0.01,22,0.93,0.76,0,0,0
2012,Kenya,3.17,1.67,0.45,42.05,15,39148416,60.61,56.78,6.06,2335.17,91418144889,2333.21,91341550439,20802.73,569140,0.06,21,1,0.51,0,0,0
2012,Netherlands,6.33,44.34,13,124.98,61.41,16445593,59.22,80.25,19.1,47134.3,7.75E+11,46259.46,7.61E+11,2896,33760,0.09,89,0.98,0.91,0,0,0
2012,New Zealand,4.5,40.91,23,107.99,57.81,4259800,61.6,80.35,21.61,32544.64,1.39E+11,30213.96,1.29E+11,20802.73,263310,0.06,93,0.96,0.9,0,0,0
2012,North Korea,2.33,4.87,8.78,0,4.5,24335146,74.12,68.49,12.84,27039.27,1.51E+12,27296.71,1.27E+12,20802.73,120410,0.06,0,0.95,0.79,1,0,0
2012,Norway,1.5,39.76,55.8,109.07,68.62,4768212,62.79,80.59,17.62,64513.42,3.08E+11,64181.21,3.06E+11,4114,365245,0.01,79,0.99,0.94,0,0,0
2012,Poland,2.67,24.76,21.71,115.02,54.44,38125759,46.73,75.54,11.11,20391.88,7.77E+11,20030.95,7.64E+11,19627,306300,0.06,46,0.94,0.82,0,1,0
2012,Portugal,0.33,39.36,10.18,132.92,61.54,10558177,55.85,78.52,14.72,27590.37,2.91E+11,26527.83,2.80E+11,2842,91470,0.03,61,0.93,0.81,0,0,0
2012,Romania,3,21.63,39.67,111.4,58.11,20537875,47.53,72.57,11.27,19053.36,3.91E+11,18549.3,3.81E+11,10784,229900,0.05,38,0.95,0.8,0,1,0
2012,Russia,26,31.7,25.88,138.87,66.22,142742350,57,67.95,10.39,24006,3.43E+12,23329.12,3.33E+12,84158,16376870,0.01,21,0.87,0.78,0,1,0
2012,South Africa,2.33,9.7,0.81,89.52,33.9,49557573.3,46.99,52.64,13.48,12196.61,6.04E+11,11835.59,5.87E+11,24487,1213090,0.02,49,0.96,0.62,0,0,0
2012,South Korea,10.33,50.88,23.18,95.28,56.84,49054708,49.79,79.83,10.51,28588.37,1.40E+12,28590.46,1.40E+12,3381,97030,0.03,56,0.99,0.88,0,0,0
2012,Spain,5.5,45.48,44.3,109.68,66.92,45954106,49.58,81.18,15.73,34163.37,1.57E+12,33247.18,1.53E+12,15046,498800,0.03,65,0.98,0.86,0,0,0
2012,Sweden,2.33,57.8,90.57,108.44,85.83,9219637,59.91,81.1,14.54,43466.14,4.01E+11,45054.52,4.15E+11,9830,410340,0.02,93,0.99,0.9,0,0,0
2012,Switzerland,1.67,63.08,18.01,116.25,66.29,7647675,61.44,81.99,20.89,56399.48,4.31E+11,52828.97,4.04E+11,3499,39516,0.09,90,0.96,0.92,0,0,0
2012,Turkey,1.83,24.87,20.82,93.55,46.89,70440032,24.52,73.5,12.21,17836.81,1.26E+12,17656.14,1.24E+12,8699,769630,0.01,46,0.97,0.71,0,0,0
2012,Ukraine,6.17,28.36,70.58,119.84,73.4,46258200,52.32,68.25,11.73,8739.69,4.04E+11,8666.39,4.01E+11,21676,579320,0.04,25,0.86,0.73,0,0,0
2012,United Arab Emirates,0,23.48,83.67,137.64,82.16,6894278,40.6,76.31,8.75,71724.28,4.94E+11,72775.96,5.02E+11,20802.73,83600,0.06,59,2.86,0.83,0,0,0
2012,United Kingdom,23.33,55.75,23.39,122.19,67.66,61806995,55.6,79.6,15.34,37698.45,2.33E+12,37826.45,2.34E+12,16321,241930,0.07,77,0.98,0.9,0,0,1
2012,United States,37.5,53.08,33.1,85.21,57.41,304093966,58.55,78.04,18.92,50383.84,1.53E+13,51094.78,1.55E+13,227058,9147420,0.02,73,0.93,0.91,0,0,0
2016,Australia,9.33,45.43,63.8,105.59,71.94,22728254,58.83,82.05,17.31,42561.12,9.67E+11,41284.2,9.38E+11,20802.73,7682300,0.06,85,1,0.93,0,0,0
2016,Azerbaijan,4.5,18.52,82.35,108.77,70.27,9295784,61.2,70.62,3.81,15888.22,1.48E+11,15124.74,1.41E+11,2068,82658,0.03,27,0.99,0.75,0,0,0
2016,Belarus,2.5,46.86,0,113.52,54.06,9464495,54.63,71.97,13.21,17479.93,1.65E+11,17038.24,1.61E+11,5462,202910,0.03,31,0.87,0.8,0,0,0
2016,Brazil,6.5,22.3,79,125,75.93,200560983,56.14,73.84,6.86,15118.14,3.03E+12,14803.48,2.97E+12,29817,8358140,0,43,0.97,0.73,0,0,0
2016,Bulgaria,0.67,29.31,92.86,148.13,90.68,7305888,47.8,74.31,11.54,15771.99,1.15E+11,15570.27,1.14E+11,4070,108560,0.04,41,0.95,0.78,0,1,0
2016,Canada,5.5,50.88,48.56,79.57,59.87,34750545,61.59,81.56,18.57,41794.54,1.45E+12,41054.97,1.43E+12,52002,9093510,0.01,84,0.98,0.91,0,0,0
2016,China,23.33,20.2,69.81,80.76,57.16,1350695000,63.76,75.39,10.49,11145.75,1.51E+13,27296.71,1.27E+12,66298,9388211,0.01,39,1.06,0.71,1,0,0
2016,Croatia,3.83,40.48,33.79,115.41,63.75,4267558,44.86,76.92,13.99,20313.41,86688659512,19707.19,84101564363,2722,55960,0.05,46,0.93,0.82,0,0,0
2016,Cuba,3.83,10.79,61.94,14.92,29.07,11382146,42.87,79.14,11.55,27039.27,1.51E+12,27296.71,1.27E+12,20802.73,106449,0.2,48,1.01,0.77,1,0,0
2016,Czech Republic,2.33,19.86,21.2,126.85,56.68,10510785,50.08,78.08,14.25,28527.14,3.00E+11,26761.7,2.81E+11,9469,77230,0.12,49,0.97,0.87,0,0,0
2016,Denmark,4.17,41.08,82,130.28,84.91,5591572,59.14,80.05,15.85,44336.81,2.48E+11,45340.29,2.54E+11,2131,42230,0.05,90,0.98,0.92,0,0,0
2016,Ethiopia,2,0.87,48.98,22.37,24.06,92444183,77.09,62.79,18.53,1230.58,1.14E+11,1227.75,1.13E+11,20802.73,1000000,0.02,33,1,0.43,0,0,0
2016,France,13.33,62.11,55.07,97.38,71.78,65659790,51,81.97,15.53,37344.54,2.45E+12,37876.05,2.49E+12,30013,547557,0.05,71,0.95,0.89,0,0,0
2016,Germany,14.33,60.51,92.26,111.59,88.36,80425823,53.66,80.54,18.81,42822.1,3.44E+12,43826.63,3.52E+12,33509,348540,0.1,79,0.96,0.92,0,1,0
2016,Greece,2.17,49.09,93.18,120.1,87.78,11045011,44.18,80.63,11.37,24364.27,2.69E+11,24521.21,2.71E+11,2554,128900,0.02,36,0.96,0.86,0,0,0
2016,Hungary,5.67,29.68,35.27,116.07,60.9,9920362,44.73,75.06,10.28,22480.75,2.23E+11,21590.16,2.14E+11,7877,90530,0.09,55,0.91,0.82,0,1,0
2016,Iran,2.5,37.63,26.46,76.1,47.02,76453574,16.07,74.8,17.53,16484.74,1.26E+12,16531.51,1.26E+12,8368,1628760,0.01,28,1.02,0.77,0,0,0
2016,Italy,9.33,35.72,54.2,159.63,83.95,59539717,39.13,82.24,13.77,35227.62,2.10E+12,35178.15,2.09E+12,17060,294140,0.06,42,0.94,0.88,0,0,0
2016,Jamaica,4.33,9.14,46.91,98.05,51.83,2840992,55.77,75.3,7.13,8016.51,22774836856,7900.1,22444110733,20802.73,10830,0.06,38,0.99,0.73,0,0,0
2016,Japan,12.17,50.47,45.13,110.91,69.26,127629000,48.16,83.1,20.05,36367.58,4.64E+12,37340.41,4.77E+12,20140,364560,0.06,74,0.95,0.89,0,0,0
2016,Kazakhstan,4.67,26.8,73.43,185.82,96.26,16791425,65.86,69.61,10.9,21987.19,3.69E+11,19050.62,3.20E+11,14319,2699700,0.01,28,0.93,0.78,0,0,0
2016,Kenya,5.17,0.58,2.9,71.17,25.35,43646629,61.51,60.27,13.35,2602.5,1.14E+11,2586.43,1.13E+11,20802.73,569140,0.04,27,1,0.54,0,0,0
2016,Netherlands,7,42.97,33.74,117.97,65.42,16754962,58.66,81.1,20.35,45411.35,7.61E+11,46344.71,7.77E+11,3016,33720,0.09,84,0.98,0.92,0,0,0
2016,New Zealand,5.83,42.15,37,110.36,63.64,4408100,62.15,81.16,23.13,33286.76,1.47E+11,31916.16,1.41E+11,20802.73,263310,0.06,90,0.96,0.91,0,0,0
2016,North Korea,2.33,4.77,14.51,6.87,8.69,24854034,73.71,69.49,12.84,27039.27,1.51E+12,27296.71,1.27E+12,20802.73,120410,0.17,8,0.96,0.79,1,0,0
2016,Norway,0.67,27.95,65.8,116.09,70.41,5018573,61.61,81.45,18.11,62934.84,3.16E+11,63454.13,3.18E+11,4154,365245,0.01,85,1.01,0.94,0,0,0
2016,Poland,3,15.57,39.75,141.55,66.38,38063164,48.8,76.75,10.75,23217.66,8.84E+11,22354.72,8.51E+11,19617,306220,0.06,58,0.94,0.84,0,1,0
2016,Portugal,0.17,42.99,15.23,112.39,57.42,10514844,54.65,80.37,12.86,25805.85,2.71E+11,25179.36,2.65E+11,2541,91590,0.03,63,0.91,0.83,0,0,0
2016,Romania,1.33,21.37,51.9,104.99,59.88,20058035,47.26,74.41,12.06,18292.2,3.67E+11,17977.89,3.61E+11,10777,230020,0.05,44,0.94,0.79,0,1,0
2016,Russia,18.67,29.45,49.05,145.33,75.32,143201676,56.97,70.07,10.18,24879.38,3.56E+12,24094.25,3.45E+12,84249,16376870,0.01,28,0.87,0.8,0,1,0
2016,South Africa,3.33,9.25,1.22,130.56,47.85,52506515.08,44.56,56.1,14.44,12329.63,6.47E+11,11998.91,6.30E+11,20500,1213090,0.02,43,0.96,0.65,0,0,1
2016,South Korea,7,61.42,32,109.43,68.04,50199853,49.85,81.21,11.77,31776.9,1.60E+12,32099.12,1.61E+12,3650,97350,0.04,56,0.99,0.89,0,0,0
2016,Spain,5.83,41.87,69.3,108.36,73.53,46773055,52.5,82.43,14.09,31107.48,1.45E+12,30885.77,1.44E+12,15665,500210,0.03,65,0.97,0.87,0,0,0
2016,Sweden,3.5,43.83,94.65,124.57,88.05,9519374,60.26,81.7,19.16,43308.21,4.12E+11,44378.39,4.22E+11,9944,407340,0.02,88,0.99,0.9,0,0,0
2016,Switzerland,2.5,59.04,26.4,132.06,73.1,7996861,61.31,82.7,22.01,55908.01,4.47E+11,57157.17,4.57E+11,3551,39516,0.09,86,0.97,0.93,0,0,0
2016,Turkey,2.17,18.73,42.32,91.46,51.24,74569867,29.43,74.64,10.77,20282.03,1.51E+12,20128.44,1.50E+12,9642,769630,0.01,49,0.97,0.75,0,0,0
2016,Ukraine,3.33,26.76,78.39,130.34,79.01,45593300,51.17,70.94,11.77,8322.17,3.79E+11,8195.2,3.74E+11,21643,579320,0.04,26,0.86,0.74,0,0,0
2016,United Arab Emirates,0.17,21.37,89.88,149.64,87.59,8900453,42.42,77.02,8.7,59813.02,5.32E+11,59861.71,5.33E+11,20802.73,83600,0.06,68,2.92,0.83,0,0,0
2016,United Kingdom,24,52.88,43.37,124.76,74.18,63700300,55.97,80.9,16.21,36678.75,2.34E+12,36632.62,2.33E+12,16423,241930,0.07,74,0.98,0.9,0,0,0
2016,United States,41.67,43.65,55.42,96.01,65.34,313998379,56.75,78.74,20.08,50519.53,1.59E+13,51387.91,1.61E+13,228218,9147420,0.02,73,0.93,0.92,0,0,0
2020,Australia,,34.95,86.54,109.43,,24127159,58.47,82.45,17,44414.03,1.07E+12,43592.88,1.05E+12,20802.73,7682300,0,79,0.99,0.94,0,0,0
2020,Azerbaijan,,17.46,78.2,104.65,,9762274,61.98,72.49,4,15994.01,1.56E+11,27296.71,1.27E+12,2074,82663,0.03,30,0.99,0.76,0,0,0
2020,Belarus,,47.8,71.11,121.11,,9507120,54.29,73.83,8,16742.26,1.59E+11,27296.71,1.27E+12,5459,202910,0.03,40,0.87,0.81,0,0,0
2020,Brazil,,20.37,60.87,118.39,,207652865,56.18,75.23,10,14023.69,2.91E+12,13744.67,2.85E+12,20802.73,8358140,0,40,0.97,0.76,0,0,0
2020,Bulgaria,,20.68,59.83,125.47,,7127822,48.56,74.81,12,17709.08,1.26E+11,17552.63,1.25E+11,4029,108560,0.04,41,0.95,0.81,0,1,0
2020,Canada,,41.66,91.16,84.52,,36286425,60.85,82.14,19,43087.76,1.56E+12,42516.6,1.54E+12,48498.4,9093510,0.01,82,0.98,0.92,0,0,0
2020,China,,14.61,53.2,96.53,,1378665000,63.35,76.21,9,14400.89,1.99E+13,27296.71,1.27E+12,67092,9388211,0.01,40,1.06,0.75,1,0,0
2020,Croatia,,34.12,72.7,104.89,,4170600,46.35,78.02,12,21408.55,89286504946,20749.09,86536164182,2605,55960,0.05,49,0.93,0.83,0,0,0
2020,Cuba,,11.66,42.98,35.18,,11475982,42.33,78.61,17,27039.27,1.51E+12,27296.71,1.27E+12,20802.73,104020,0.2,47,0.99,0.77,1,0,0
2020,Czech Republic,,16.56,76.48,117.57,,10561633,51.21,79.03,15,31071.75,3.28E+11,29237.04,3.09E+11,9462.69,77210,0.12,55,0.97,0.89,0,0,0
2020,Denmark,,27.26,96.97,122.3,,5731118,58.06,80.85,16,45686.48,2.62E+11,46929.22,2.69E+11,20802.73,42262,0.49,90,0.99,0.93,0,0,0
2020,Ethiopia,,1.11,15.37,49.44,,102403196,77.06,65.48,6,1608.29,1.65E+11,1602.21,1.64E+11,20802.73,1000000,0.02,34,1,0.46,0,0,0
2020,France,,60.32,79.27,104.49,,66896109,50.49,82.52,17,38058.87,2.55E+12,38916.2,2.60E+12,29236.65,547557,0.05,69,0.94,0.9,0,0,0
2020,Germany,,55.11,84.17,125.89,,82667685,54.53,80.99,21,44072.39,3.64E+12,44818.41,3.71E+12,33380,348900,0.1,81,0.97,0.93,0,1,0
2020,Greece,,49,69.09,118.12,,10746740,44,81.39,10,24263.88,2.61E+11,24365.75,2.62E+11,2240,128900,0.02,44,0.96,0.87,0,0,0
2020,Hungary,,31.99,79.26,102.04,,9817958,46.51,76.06,10,25381.29,2.49E+11,24374.03,2.39E+11,7748.7,90530,0.09,48,0.91,0.84,0,1,0
2020,Iran,,38.8,53.23,101.2,,80277428,16.24,76.05,23,27039.27,1.51E+12,27296.71,1.27E+12,8576,1628760,0.01,29,1.03,0.8,0,0,0
2020,Italy,,33.41,61.32,141.69,,60600590,39.26,83.24,13,34620.13,2.10E+12,34679.59,2.10E+12,20802.73,294140,0.07,47,0.94,0.88,0,0,0
2020,Jamaica,,10.67,44.37,112.43,,2881355,57.9,74.18,13,8190,23598300058,7878.01,22699338961,20802.73,10830,1.92,39,0.99,0.73,0,0,0
2020,Japan,,50.17,93.18,130.6,,126994511,48.98,83.98,23,38239.77,4.86E+12,27296.71,1.27E+12,12835.4,364560,0.04,72,0.96,0.91,0,0,1
2020,Kazakhstan,,22.05,74.59,143.21,,17797032,66.23,72.3,9,23419.91,4.17E+11,27296.71,1.27E+12,15529,2699700,0.01,29,0.94,0.8,0,0,0
2020,Kenya,,0.15,16.6,79.47,,48461567,62.26,65.39,6,2925.6,1.42E+11,2897.12,1.40E+11,20802.73,569140,0.04,26,0.99,0.59,0,0,0
2020,Netherlands,,39.89,90.41,123.02,,17018408,57.39,81.56,19,47128.31,8.02E+11,46605.19,7.93E+11,20802.73,33690,0.62,83,0.99,0.93,0,0,0
2020,New Zealand,,37.77,88.47,130.92,,4692700,62.26,76.96,22,35269.1,1.66E+11,27296.71,1.27E+12,20802.73,263310,0.08,90,0.97,0.92,0,0,0
2020,North Korea,,4.66,33.85,14.25,,25368620,73.58,71.71,12.84,27039.27,1.51E+12,27296.71,1.27E+12,20802.73,120410,0.17,12,0.96,0.79,1,0,0
2020,Norway,,15.37,97.3,109.11,,5232929,61.13,82.41,18,63810.79,3.34E+11,67031.5,3.51E+11,4126,365245,0.01,85,1.02,0.95,0,0,0
2020,Poland,,21.44,73.3,139.52,,37948016,49.1,77.85,11,26003.01,9.87E+11,25004.17,9.49E+11,18429,306190,0.06,62,0.94,0.86,0,1,0
2020,Portugal,,46.37,70.42,112.07,,10324611,53.46,81.12,13,27006.87,2.79E+11,26429.85,2.73E+11,2545.96,91605,0.03,62,0.9,0.85,0,0,0
2020,Romania,,20.76,59.5,115.68,,19705301,47.43,75.31,11,21647.81,4.27E+11,20969.96,4.13E+11,10766,230080,0.05,48,0.95,0.81,0,1,0
2020,Russia,,22.22,73.09,157.72,,144342396,56.51,71.65,8,24026,3.52E+12,23456.46,3.44E+12,85375,16376870,0.01,29,0.86,0.82,0,1,0
2020,South Africa,,8.05,54,146.62,,55908865,46.31,63.15,13,12260.17,6.85E+11,11922.6,6.67E+11,20953,1213090,0.02,45,0.97,0.7,0,0,0
2020,South Korea,,54.99,92.84,120.23,,51245707,50.07,82.28,13,34985.85,1.79E+12,35026.88,1.79E+12,4071,97480,0.04,53,1,0.9,0,0,0
2020,Spain,,42.05,80.56,110.48,,46443959,52.24,83.33,15,33261.08,1.54E+12,33280.03,1.55E+12,15650,500210,0.03,58,0.96,0.89,0,0,0
2020,Sweden,,31.56,89.65,127.52,,9903122,60.8,82.31,18,46441.21,4.60E+11,47189.22,4.67E+11,9684,407310,0.02,88,1,0.93,0,0,0
2020,Switzerland,,45.98,89.13,134.16,,8372098,62.58,83.6,22,56625.14,4.74E+11,27296.71,1.27E+12,4034.49,39516,0.1,86,0.98,0.94,0,0,0
2020,Turkey,,13.88,58.35,94.03,,79512426,30.36,76.86,10,23679.4,1.88E+12,23427.22,1.86E+12,10131,769630,0.01,41,0.97,0.79,0,0,0
2020,Ukraine,,20.14,53,135.2,,45004645,52.24,71.48,7,7668.06,3.27E+11,7593.35,3.24E+11,21603,579290,0.04,29,0.86,0.75,0,0,0
2020,United Arab Emirates,,24.42,90.6,212.64,,9269612,41.81,77.47,8,67133.07,6.22E+11,67497.45,6.26E+11,20802.73,83600,0.25,66,2.32,0.86,0,0,0
2020,United Kingdom,,50.67,94.78,119.06,,65637239,56.95,81.16,19,38901.05,2.55E+12,38432.85,2.52E+12,16257,241930,0.07,81,0.97,0.92,0,0,0
2020,United States,,37.56,85.54,122.56,,323127513,55.87,78.54,39,53272.52,1.72E+13,27296.71,1.27E+12,151270,9147420,0.02,74,0.98,0.92,0,0,0
